cardFull;artist;scarcity;serial;priceETH;priceEUR;date
zinee-season-1-halloween;Zinée;Halloween;1264;0,003;3,212;26/11/2022 11:47:13
skuna-season-1-common;Skuna;Common;1183;0,002;2,345;26/11/2022 11:33:16
le-reglement-season-1-halloween;Le Règlement;Halloween;1353;0,005;5,862;26/11/2022 11:01:14
caballero-season-1-halloween;Caballero;Halloween;1083;0,004;4,455;26/11/2022 10:58:16
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1106;0,006;7,504;26/11/2022 10:52:16
livai-season-1-common;Livaï;Common;1415;0,003;3,048;26/11/2022 10:39:19
doums-season-1-common;Doums;Common;1027;0,003;3,283;26/11/2022 10:28:16
sheldon-season-1-common;Sheldon;Common;1054;0,003;3,259;26/11/2022 10:28:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;1163;0,002;2,228;26/11/2022 10:20:13
kerchak-season-1-common;Kerchak;Common;1404;0,003;2,931;26/11/2022 09:35:14
doums-season-1-common;Doums;Common;1045;0,003;3,283;26/11/2022 07:26:23
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1069;0,004;4,971;26/11/2022 06:45:13
kerchak-season-1-common;Kerchak;Common;1332;0,004;5,077;26/11/2022 01:25:14
kerchak-season-1-common;Kerchak;Common;1408;0,004;5,088;26/11/2022 00:17:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1181;0,003;3,166;26/11/2022 00:06:16
doums-season-1-common;Doums;Common;1078;0,003;3,494;25/11/2022 23:48:14
doums-season-1-common;Doums;Common;1036;0,003;3,493;25/11/2022 23:23:14
jeanjass-season-1-halloween;JeanJass;Halloween;1285;0,004;4,656;25/11/2022 23:16:15
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1485;0,005;6,214;25/11/2022 22:30:13
doums-season-1-common;Doums;Common;1139;0,003;3,459;25/11/2022 22:26:29
le-reglement-season-1-halloween;Le Règlement;Halloween;1236;0,005;5,393;25/11/2022 22:21:31
kerchak-season-1-common;Kerchak;Common;1367;0,006;7,152;25/11/2022 22:09:31
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1233;0,003;2,931;25/11/2022 22:09:27
jwles-season-1-common;Jwles;Common;1003;0,002;2,345;25/11/2022 21:14:29
benjamin-epps-season-1-common;Benjamin Epps;Common;1058;0,004;4,104;25/11/2022 20:58:23
jeanjass-season-1-halloween;JeanJass;Halloween;1357;0,003;2,931;25/11/2022 20:49:24
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1158;0,003;3,166;25/11/2022 20:40:21
kerchak-season-1-common;Kerchak;Common;1183;0,003;3,517;25/11/2022 20:05:26
zinee-season-1-halloween;Zinée;Halloween;1174;0,003;3,517;25/11/2022 18:27:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1124;0,003;3,517;25/11/2022 18:15:18
caballero-season-1-halloween;Caballero;Halloween;1401;0,004;4,338;25/11/2022 18:08:15
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1318;0,004;4,455;25/11/2022 18:08:14
caballero-season-1-common;Caballero;Common;1320;0,004;5,041;25/11/2022 14:18:16
zinee-season-1-common;Zinée;Common;1288;0,003;3,517;25/11/2022 14:02:14
caballero-season-1-common;Caballero;Common;1319;0,004;4,326;25/11/2022 10:33:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1477;0,003;2,943;25/11/2022 09:05:26
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1007;0,006;7,152;25/11/2022 07:18:14
caballero-season-1-halloween;Caballero;Halloween;1372;0,004;4,104;25/11/2022 02:38:14
caballero-season-1-common;Caballero;Common;1320;0,003;3,154;24/11/2022 22:05:14
zinee-season-1-halloween;Zinée;Halloween;1137;0,003;3,4;24/11/2022 20:04:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1059;0,003;2,931;24/11/2022 19:39:18
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1275;0,004;4,561;24/11/2022 19:32:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1285;0,002;2,345;24/11/2022 16:33:13
spider-zed-season-1-common;Spider Zed;Common;1459;0,003;3,032;24/11/2022 15:41:14
jeanjass-season-1-halloween;JeanJass;Halloween;1024;0,005;5,85;24/11/2022 12:05:14
rowjay-season-1-common;Rowjay;Common;1081;0,002;2,685;24/11/2022 07:03:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1209;0,002;2,345;23/11/2022 23:59:13
jeanjass-season-1-halloween;JeanJass;Halloween;1471;0,004;4,455;23/11/2022 19:57:14
caballero-season-1-halloween;Caballero;Halloween;1272;0,003;3,869;23/11/2022 19:17:14
jeanjass-season-1-halloween;JeanJass;Halloween;1295;0,004;4,608;23/11/2022 15:46:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1325;0,005;5,862;23/11/2022 14:43:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1108;0,007;7,738;23/11/2022 00:31:13
jeanjass-season-1-halloween;JeanJass;Halloween;1120;0,005;5,276;22/11/2022 22:12:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1085;0,005;5,827;22/11/2022 22:12:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1368;0,005;5,862;22/11/2022 21:51:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1280;0,006;7,035;22/11/2022 21:30:13
jeanjass-season-1-halloween;JeanJass;Halloween;1015;0,004;4,573;22/11/2022 21:23:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1192;0,005;5,335;22/11/2022 20:14:13
caballero-season-1-halloween;Caballero;Halloween;1313;0,003;3,986;22/11/2022 18:53:13
caballero-season-1-halloween;Caballero;Halloween;1334;0,002;2,228;22/11/2022 18:06:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1331;0,004;4,444;22/11/2022 14:08:14
zinee-season-1-common;Zinée;Common;1060;0,003;4,092;22/11/2022 13:57:14
jeanjass-season-1-common;JeanJass;Common;1365;0,005;5,862;22/11/2022 13:16:13
sheldon-season-1-common;Sheldon;Common;1333;0,002;2,345;22/11/2022 12:08:13
zinee-season-1-halloween;Zinée;Halloween;1351;0,002;2,345;22/11/2022 11:45:14
so-la-lune-season-1-common;So La Lune;Common;1005;0,005;5,979;22/11/2022 11:03:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1364;0,002;2,345;22/11/2022 08:47:19
jeanjass-season-1-halloween;JeanJass;Halloween;1417;0,004;4,104;22/11/2022 01:02:13
caballero-season-1-halloween;Caballero;Halloween;1416;0,003;3,752;22/11/2022 00:46:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1321;0,006;6,566;21/11/2022 22:20:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1092;0,005;5,628;21/11/2022 20:11:13
jeanjass-season-1-halloween;JeanJass;Halloween;1080;0,004;4,573;21/11/2022 19:39:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1115;0,003;3,283;21/11/2022 17:21:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1177;0,004;4,924;21/11/2022 16:08:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1289;0,004;4,104;21/11/2022 14:56:14
thahomey-season-1-common;thaHomey;Common;1210;0,002;2,521;21/11/2022 07:55:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1401;0,004;4,455;20/11/2022 23:16:14
skuna-season-1-common;Skuna;Common;1286;0,002;2,345;20/11/2022 21:37:14
livai-season-1-common;Livaï;Common;1089;0,003;3,271;20/11/2022 21:28:14
jeanjass-season-1-halloween;JeanJass;Halloween;1392;0,004;4,772;20/11/2022 19:04:16
caballero-season-1-common;Caballero;Common;1033;0,006;6,448;20/11/2022 18:17:15
jeanjass-season-1-halloween;JeanJass;Halloween;1130;0,004;4,69;20/11/2022 16:42:16
jeanjass-season-1-halloween;JeanJass;Halloween;1112;0,004;4,338;20/11/2022 16:33:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1255;0,004;4,784;19/11/2022 13:33:14
jewel-usain-season-1-common;Jewel Usain;Common;1013;0,002;2,345;19/11/2022 12:28:13
deen-burbigo-season-1-common;Deen Burbigo;Common;1186;0,007;7,738;19/11/2022 11:57:13
jeanjass-season-1-halloween;JeanJass;Halloween;1489;0,004;4,69;19/11/2022 10:39:14
caballero-season-1-halloween;Caballero;Halloween;1069;0,003;3,986;19/11/2022 09:14:13
moji-x-sboy-season-1-common;Moji x Sboy;Common;1196;0,003;3,4;19/11/2022 07:56:14
jeanjass-season-1-halloween;JeanJass;Halloween;1458;0,004;4,69;19/11/2022 01:01:13
caballero-season-1-halloween;Caballero;Halloween;1133;0,003;3,916;19/11/2022 00:52:15
youv-dee-season-1-halloween;Youv Dee;Halloween;1039;0,003;3,869;19/11/2022 00:37:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1432;0,004;4,807;19/11/2022 00:34:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1236;0,005;6,331;19/11/2022 00:30:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1383;0,005;5,698;19/11/2022 00:13:12
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1396;0,002;2,872;18/11/2022 21:46:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1447;0,004;4,104;18/11/2022 19:14:16
jeanjass-season-1-halloween;JeanJass;Halloween;1286;0,004;4,643;18/11/2022 18:54:15
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1185;0,004;5,018;18/11/2022 18:49:15
zinee-season-1-halloween;Zinée;Halloween;1174;0,002;2,345;18/11/2022 13:32:20
lycos-season-1-common;Lycos;Common;1382;0,003;3,048;18/11/2022 13:25:15
jmks-season-1-common;JMK$;Common;1361;0,002;2,697;18/11/2022 13:20:15
le-reglement-season-1-halloween;Le Règlement;Halloween;1072;0,004;5,159;18/11/2022 10:35:11
youv-dee-season-1-halloween;Youv Dee;Halloween;1334;0,003;3,506;18/11/2022 02:13:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1318;0,005;5,979;18/11/2022 01:50:14
jeanjass-season-1-halloween;JeanJass;Halloween;1412;0,004;4,573;17/11/2022 20:00:14
youv-dee-season-1-common;Youv Dee;Common;1290;0,005;6,144;17/11/2022 18:53:16
zinee-season-1-common;Zinée;Common;1370;0,004;4,924;17/11/2022 18:29:13
slimka-season-1-common;Slimka;Common;1250;0,002;2,814;17/11/2022 16:58:15
jmks-season-1-common;JMK$;Common;1255;0,002;2,697;17/11/2022 16:53:16
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1295;0,004;5,159;17/11/2022 15:39:19
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1128;0,005;5,862;17/11/2022 14:33:17
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1101;0,005;5,276;17/11/2022 13:12:14
jeanjass-season-1-halloween;JeanJass;Halloween;1290;0,004;4,514;17/11/2022 13:12:14
caballero-season-1-halloween;Caballero;Halloween;1285;0,004;4,69;17/11/2022 09:54:15
zinee-season-1-halloween;Zinée;Halloween;1182;0,003;3,4;17/11/2022 03:53:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1073;0,004;5,217;17/11/2022 02:58:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1076;0,004;5,159;16/11/2022 23:51:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1384;0,003;3,037;16/11/2022 23:43:14
caballero-season-1-halloween;Caballero;Halloween;1398;0,004;4,104;16/11/2022 22:22:16
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1309;0,002;2,755;16/11/2022 20:37:13
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1416;0,005;5,628;16/11/2022 17:02:16
jeanjass-season-1-halloween;JeanJass;Halloween;1307;0,004;4,455;16/11/2022 16:25:16
zinee-season-1-halloween;Zinée;Halloween;1194;0,004;4,338;16/11/2022 15:20:14
jeanjass-season-1-halloween;JeanJass;Halloween;1394;0,003;3,869;16/11/2022 14:41:15
azur-season-1-common;Azur;Common;1388;0,002;2,579;16/11/2022 10:06:15
youv-dee-season-1-halloween;Youv Dee;Halloween;1203;0,003;3,517;16/11/2022 09:16:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1338;0,005;5,276;16/11/2022 09:09:16
le-reglement-season-1-common;Le Règlement;Common;1399;0,005;5,862;16/11/2022 05:09:13
benjamin-epps-season-1-common;Benjamin Epps;Common;1372;0,003;2,931;16/11/2022 05:01:16
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1338;0,003;3,048;16/11/2022 01:56:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1322;0,003;3,752;16/11/2022 00:35:13
jeanjass-season-1-halloween;JeanJass;Halloween;1407;0,004;4,455;16/11/2022 00:14:15
zinee-season-1-halloween;Zinée;Halloween;1088;0,004;4,104;16/11/2022 00:12:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1470;0,002;2,814;15/11/2022 22:56:13
jeanjass-season-1-halloween;JeanJass;Halloween;1335;0,004;4,573;15/11/2022 20:47:13
caballero-season-1-halloween;Caballero;Halloween;1084;0,004;4,104;15/11/2022 19:32:15
livai-season-1-common;Livaï;Common;1211;0,008;9,614;15/11/2022 19:02:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1248;0,003;3,166;15/11/2022 18:58:13
le-reglement-season-1-halloween;Le Règlement;Halloween;1220;0,004;4,795;15/11/2022 18:38:13
jeanjass-season-1-common;JeanJass;Common;1253;0,004;5,159;15/11/2022 18:13:13
azur-season-1-common;Azur;Common;1084;0,002;2,45;15/11/2022 17:28:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1345;0,003;3,048;15/11/2022 16:11:16
moji-x-sboy-season-1-common;Moji x Sboy;Common;1381;0,003;3,635;15/11/2022 14:24:16
di-meh-season-1-common;Di-Meh;Common;1240;0,002;2,814;15/11/2022 13:46:22
jmks-season-1-common;JMK$;Common;1339;0,002;2,697;15/11/2022 13:20:24
8ruki-season-1-common;8ruki;Common;1238;0,003;3,166;15/11/2022 13:14:12
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1333;0,006;6,448;15/11/2022 13:13:16
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1353;0,004;4,573;15/11/2022 12:25:14
jeanjass-season-1-halloween;JeanJass;Halloween;1005;0,004;4,924;15/11/2022 11:39:18
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1435;0,005;5,827;15/11/2022 07:38:14
flem-season-1-common;Flem;Common;1250;0,005;5,862;15/11/2022 01:39:14
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1326;0,004;4,69;14/11/2022 23:37:20
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1436;0,003;2,931;14/11/2022 23:21:31
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1202;0,003;3,166;14/11/2022 22:18:13
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1129;0,002;2,333;14/11/2022 21:26:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1124;0,002;2,908;14/11/2022 21:17:14
di-meh-season-1-common;Di-Meh;Common;1106;0,004;4,455;14/11/2022 20:17:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1024;0,003;3,517;14/11/2022 18:55:21
youv-dee-season-1-halloween;Youv Dee;Halloween;1406;0,002;2,884;14/11/2022 18:40:18
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1053;0,003;3,166;14/11/2022 18:10:35
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1258;0,005;5,276;14/11/2022 18:03:11
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1239;0,005;5,346;14/11/2022 17:38:19
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1203;0,005;5,276;14/11/2022 16:28:16
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1376;0,004;4,69;14/11/2022 16:21:15
zinee-season-1-halloween;Zinée;Halloween;1106;0,004;4,338;14/11/2022 13:58:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1458;0,006;7,035;14/11/2022 10:59:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1240;0,007;8,207;14/11/2022 08:21:17
deen-burbigo-season-1-common;Deen Burbigo;Common;1194;0,004;4,167;14/11/2022 05:22:18
caballero-season-1-halloween;Caballero;Halloween;1350;0,004;4,69;14/11/2022 01:58:28
caballero-season-1-halloween;Caballero;Halloween;1472;0,004;4,807;14/11/2022 01:14:22
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1476;0,003;3,048;14/11/2022 00:07:22
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1055;0,006;6,742;14/11/2022 00:07:18
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1499;0,006;6,976;14/11/2022 00:07:16
di-meh-season-1-common;Di-Meh;Common;1049;0,003;3,517;13/11/2022 23:31:18
spider-zed-season-1-common;Spider Zed;Common;1459;0,003;3,869;13/11/2022 20:55:20
youv-dee-season-1-halloween;Youv Dee;Halloween;1353;0,004;4,526;13/11/2022 19:24:18
youv-dee-season-1-halloween;Youv Dee;Halloween;1091;0,004;4,104;13/11/2022 19:24:17
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1002;0,007;8,207;13/11/2022 17:41:15
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1351;0,004;4,104;13/11/2022 17:30:28
caballero-season-1-halloween;Caballero;Halloween;1136;0,005;5,276;13/11/2022 17:30:23
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1334;0,006;7,175;13/11/2022 06:56:24
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1006;0,004;4,807;12/11/2022 23:22:17
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1317;0,007;8,207;12/11/2022 17:47:10
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1127;0,005;5,862;12/11/2022 17:24:17
skuna-season-1-common;Skuna;Common;1279;0,002;2,814;12/11/2022 15:43:15
jmks-season-1-common;JMK$;Common;1015;0,003;2,931;12/11/2022 15:32:18
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1299;0,01;11,724;12/11/2022 02:03:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1047;0,012;14,069;11/11/2022 15:48:13
zinee-season-1-halloween;Zinée;Halloween;1072;0,012;14,069;10/11/2022 23:45:13
jmks-season-1-common;JMK$;Common;1195;0,002;2,697;10/11/2022 15:29:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1239;0,013;15,242;10/11/2022 13:42:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1007;0,007;7,973;10/11/2022 12:30:15
jewel-usain-season-1-common;Jewel Usain;Common;1146;0,003;3,048;10/11/2022 10:08:16
jmks-season-1-common;JMK$;Common;1058;0,002;2,697;09/11/2022 21:45:14
rowjay-season-1-common;Rowjay;Common;1460;0,002;2,345;09/11/2022 20:15:19
lycos-season-1-common;Lycos;Common;1068;0,003;3,166;09/11/2022 20:15:17
jwles-season-1-common;Jwles;Common;1108;0,002;1,759;08/11/2022 18:24:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1306;0,006;7,504;08/11/2022 17:42:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1409;0,005;5,862;08/11/2022 16:04:15
zinee-season-1-common;Zinée;Common;1379;0,005;5,393;08/11/2022 13:58:14
jeanjass-season-1-common;JeanJass;Common;1242;0,004;4,69;08/11/2022 13:25:17
lycos-season-1-common;Lycos;Common;1406;0,003;3,517;08/11/2022 11:54:18
jewel-usain-season-1-common;Jewel Usain;Common;1059;0,003;2,931;08/11/2022 10:56:12
jeanjass-season-1-halloween;JeanJass;Halloween;1020;0,012;13,483;08/11/2022 00:24:14
flem-season-1-common;Flem;Common;1250;0,003;3,283;07/11/2022 22:32:14
thahomey-season-1-common;thaHomey;Common;1365;0,002;2,345;07/11/2022 22:08:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1292;0,006;7,41;07/11/2022 22:03:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1227;0,004;4,69;07/11/2022 22:00:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1493;0,006;7,269;07/11/2022 19:23:14
azur-season-1-common;Azur;Common;1498;0,002;2,579;07/11/2022 18:30:13
caballero-season-1-halloween;Caballero;Halloween;1282;0,006;7,035;07/11/2022 17:44:13
skuna-season-1-common;Skuna;Common;1007;0,002;2,697;07/11/2022 15:30:17
so-la-lune-season-1-common;So La Lune;Common;1404;0,006;7,035;07/11/2022 13:28:16
jewel-usain-season-1-common;Jewel Usain;Common;1314;0,002;2,228;07/11/2022 10:19:14
jeanjass-season-1-common;JeanJass;Common;1285;0,005;5,827;07/11/2022 02:04:10
flem-season-1-common;Flem;Common;1005;0,003;3,048;07/11/2022 02:04:09
le-reglement-season-1-common;Le Règlement;Common;1252;0,004;5,124;07/11/2022 01:05:16
flem-season-1-common;Flem;Common;1192;0,004;4,69;07/11/2022 00:58:22
azur-season-1-common;Azur;Common;1175;0,012;14,386;06/11/2022 19:39:14
caballero-season-1-halloween;Caballero;Halloween;1470;0,006;7,035;06/11/2022 19:04:14
eden-dillinger-season-1-halloween;Eden Dillinger;Halloween;1116;0,006;6,859;06/11/2022 18:30:15
zinee-season-1-common;Zinée;Common;1185;0,005;5,862;06/11/2022 15:50:16
so-la-lune-season-1-common;So La Lune;Common;1238;0,004;4,338;06/11/2022 15:50:14
sheldon-season-1-common;Sheldon;Common;1334;0,003;2,931;06/11/2022 02:45:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1008;0,007;8,207;06/11/2022 02:33:13
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1144;0,006;6,448;05/11/2022 23:52:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1138;0,007;7,855;05/11/2022 23:28:14
di-meh-season-1-common;Di-Meh;Common;1171;0,002;2,345;05/11/2022 22:32:21
8ruki-season-1-common;8ruki;Common;1407;0,002;1,993;05/11/2022 21:37:16
thahomey-season-1-common;thaHomey;Common;1327;0,002;2,345;05/11/2022 21:09:19
moji-x-sboy-season-1-common;Moji x Sboy;Common;1163;0,003;2,931;05/11/2022 02:33:14
jewel-usain-season-1-common;Jewel Usain;Common;1079;0,002;2,462;04/11/2022 23:54:04
le-reglement-season-1-halloween;Le Règlement;Halloween;1129;0,005;6,331;04/11/2022 19:51:15
8ruki-season-1-common;8ruki;Common;1396;0,002;2,345;04/11/2022 18:25:14
slimka-season-1-common;Slimka;Common;1294;0,003;3,517;04/11/2022 18:22:15
thahomey-season-1-common;thaHomey;Common;1125;0,002;2,228;04/11/2022 17:28:14
le-reglement-season-1-halloween;Le Règlement;Halloween;1131;0,006;6,917;04/11/2022 17:28:13
youv-dee-season-1-halloween;Youv Dee;Halloween;1229;0,007;7,808;04/11/2022 17:16:15
jeanjass-season-1-halloween;JeanJass;Halloween;1364;0,012;14,304;04/11/2022 17:16:15
zuukou-mayzie-season-1-halloween;Zuukou Mayzie;Halloween;1084;0,018;21,104;04/11/2022 16:53:15
mahdi-ba-season-1-common;Mahdi Ba;Common;1423;0,004;4,104;04/11/2022 16:43:18
slimka-season-1-common;Slimka;Common;1057;0,002;1,759;04/11/2022 16:43:17
8ruki-season-1-common;8ruki;Common;1117;0,002;2,216;04/11/2022 15:35:13
flem-season-1-common;Flem;Common;1180;0,003;3,517;04/11/2022 10:40:14
azur-season-1-common;Azur;Common;1284;0,002;2,11;03/11/2022 23:09:14
winnterzuko-season-1-halloween;Winnterzuko;Halloween;1190;0,006;7,035;03/11/2022 18:00:13
8ruki-season-1-common;8ruki;Common;1014;0,002;2,228;03/11/2022 12:38:11
di-meh-season-1-common;Di-Meh;Common;1031;0,002;2,697;02/11/2022 17:58:14
youv-dee-season-1-halloween;Youv Dee;Halloween;1341;0,008;9,016;02/11/2022 17:23:42
jeanjass-season-1-common;JeanJass;Common;1291;0,003;3,517;02/11/2022 02:58:16
thahomey-season-1-common;thaHomey;Common;1013;0,002;2,345;02/11/2022 01:08:14
caballero-season-1-halloween;Caballero;Halloween;1311;0,011;13,131;01/11/2022 23:50:15
mahdi-ba-season-1-common;Mahdi Ba;Common;1498;0,002;2,345;01/11/2022 23:17:42
jmks-season-1-common;JMK$;Common;1234;0,002;2,11;01/11/2022 23:17:41
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1144;0,005;5,862;01/11/2022 22:08:14
caballero-season-1-common;Caballero;Common;1167;0,005;5,276;01/11/2022 21:22:16
jmks-season-1-common;JMK$;Common;1039;0,002;2,345;01/11/2022 19:04:14
vladimir-cauchemar-season-1-halloween;Vladimir Cauchemar ;Halloween;1014;0,012;14,069;01/11/2022 16:48:14
winnterzuko-season-1-common;Winnterzuko;Common;1293;0,004;4,69;01/11/2022 13:55:18
livai-season-1-common;Livaï;Common;1211;0,002;2,357;01/11/2022 13:53:16
youv-dee-season-1-common;Youv Dee;Common;1105;0,003;2,931;31/10/2022 23:54:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1195;0,002;2,204;31/10/2022 20:56:14
lycos-season-1-common;Lycos;Common;1232;0,002;2,497;31/10/2022 20:05:14
spider-zed-season-1-common;Spider Zed;Common;1010;0,003;2,931;30/10/2022 05:48:14
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1407;0,005;5,745;30/10/2022 00:44:13
so-la-lune-season-1-common;So La Lune;Common;1404;0,005;5,862;29/10/2022 22:52:14
caballero-season-1-common;Caballero;Common;1153;0,006;6,448;29/10/2022 21:58:14
8ruki-season-1-common;8ruki;Common;1013;0,002;2,228;29/10/2022 19:18:15
flem-season-1-common;Flem;Common;1336;0,002;2,697;28/10/2022 19:33:13
youv-dee-season-1-common;Youv Dee;Common;1414;0,003;3,517;28/10/2022 12:44:09
winnterzuko-season-1-common;Winnterzuko;Common;1381;0,005;5,862;28/10/2022 01:08:15
so-la-lune-season-1-common;So La Lune;Common;1378;0,005;5,276;27/10/2022 18:48:17
le-reglement-season-1-common;Le Règlement;Common;1427;0,005;5,862;27/10/2022 18:26:15
zinee-season-1-common;Zinée;Common;1258;0,004;4,69;27/10/2022 16:51:14
azur-season-1-common;Azur;Common;1376;0,002;2,345;27/10/2022 02:18:14
benjamin-epps-season-1-common;Benjamin Epps;Common;1364;0,002;2,345;26/10/2022 08:38:14
deen-burbigo-season-1-common;Deen Burbigo;Common;1379;0,005;5,51;25/10/2022 22:43:14
caballero-season-1-common;Caballero;Common;1335;0,003;3,517;25/10/2022 18:05:15
zuukou-mayzie-season-1-common;Zuukou Mayzie;Common;1407;0,004;4,221;25/10/2022 17:55:14
mahdi-ba-season-1-common;Mahdi Ba;Common;1046;0,002;2,814;24/10/2022 23:34:14
jwles-season-1-common;Jwles;Common;1009;0,001;1,7;24/10/2022 12:21:08
le-reglement-season-1-common;Le Règlement;Common;1055;0,006;6,448;23/10/2022 22:48:14
le-reglement-season-1-common;Le Règlement;Common;1186;0,004;4,69;23/10/2022 21:28:14
jwles-season-1-common;Jwles;Common;1367;0,002;2,568;23/10/2022 19:30:10
zinee-season-1-common;Zinée;Common;1390;0,004;4,69;23/10/2022 17:00:16
jeanjass-season-1-common;JeanJass;Common;1172;0,004;5,147;22/10/2022 18:18:15
di-meh-season-1-common;Di-Meh;Common;1011;0,002;2,345;22/10/2022 11:56:14
